Transaction_ID,Date,User_ID,Amount,Status,Payment_Method,Service,City,Failure_Reason
TXN1106,2024-07-01,U343,5741,Success,UPI,Loans,Bangalore,
TXN1107,2024-10-01,U385,1710,Failed,Wallet,Money Transfer,Mumbai,Wrong Info
TXN1108,2024-10-11,U624,6799,Success,UPI,Recharge,Pune,
TXN1109,2024-05-16,U990,7917,Failed,Wallet,Insurance,Bangalore,Wrong PIN
TXN1110,2024-12-17,U465,427,Failed,Wallet,Recharge,Pune,Wrong Info
TXN1111,2024-03-13,U488,8259,Success,UPI,Recharge,Mumbai,
TXN1112,2024-01-13,U407,6278,Success,Wallet,Bills,Mumbai,
TXN1113,2024-06-27,U533,460,Success,Wallet,Loans,Bangalore,
TXN1114,2024-02-22,U221,4241,Failed,Card,Insurance,Delhi,Wrong Info
TXN1115,2024-04-30,U405,4143,Failed,Card,Loans,Hyderabad,Wrong PIN
TXN1116,2024-02-15,U766,8673,Failed,Card,Insurance,Mumbai,Insufficient Balance
TXN1117,2024-11-03,U101,171,Success,Card,Insurance,Pune,
TXN1118,2024-11-23,U844,3930,Failed,UPI,Recharge,Pune,Wrong PIN
TXN1119,2024-11-13,U320,9717,Success,Wallet,Loans,Bangalore,
TXN1120,2024-02-03,U288,9740,Failed,Card,Recharge,Delhi,Wrong Info
TXN1121,2024-11-23,U768,1801,Success,Wallet,Money Transfer,Mumbai,
TXN1122,2024-12-22,U119,1705,Failed,Card,Recharge,Pune,Bank Declined
TXN1123,2024-03-16,U689,5145,Success,UPI,Money Transfer,Hyderabad,
TXN1124,2024-01-19,U770,7359,Success,Wallet,Insurance,Delhi,
TXN1125,2024-05-23,U871,804,Failed,Card,Insurance,Hyderabad,Wrong Info
TXN1126,2024-05-30,U896,1675,Failed,Wallet,Money Transfer,Bangalore,Bank Declined
TXN1127,2024-08-09,U860,8330,Success,UPI,Loans,Hyderabad,
TXN1128,2024-05-07,U792,9663,Success,Wallet,Bills,Delhi,
TXN1129,2024-08-10,U703,2593,Success,Wallet,Insurance,Bangalore,
TXN1130,2024-04-04,U793,9676,Failed,Card,Loans,Mumbai,Insufficient Balance
TXN1131,2024-08-09,U352,6645,Success,Card,Recharge,Pune,
TXN1132,2024-12-30,U743,6342,Failed,UPI,Recharge,Hyderabad,Wrong Info
TXN1133,2024-10-30,U202,1123,Failed,Card,Loans,Bangalore,Insufficient Balance
TXN1134,2024-03-05,U602,5168,Success,Card,Insurance,Delhi,
TXN1135,2024-03-09,U685,7014,Failed,Card,Loans,Delhi,Wrong PIN
TXN1136,2024-04-30,U863,7653,Success,UPI,Insurance,Delhi,
TXN1137,2024-04-02,U276,5314,Failed,Wallet,Money Transfer,Delhi,Wrong Info
TXN1138,2024-03-18,U354,2154,Success,Wallet,Recharge,Delhi,
TXN1139,2024-03-31,U395,6055,Failed,Card,Recharge,Bangalore,Insufficient Balance
TXN1140,2024-04-07,U517,9067,Failed,Wallet,Bills,Delhi,Insufficient Balance
TXN1141,2024-09-22,U177,818,Failed,Wallet,Loans,Bangalore,Server Error
TXN1142,2024-08-19,U424,112,Failed,Wallet,Insurance,Hyderabad,Wrong PIN
TXN1143,2024-11-17,U774,4056,Success,Card,Bills,Pune,
TXN1144,2024-10-08,U401,3325,Failed,UPI,Money Transfer,Hyderabad,Wrong Info
TXN1145,2024-09-03,U112,8990,Failed,Wallet,Loans,Hyderabad,Server Error
TXN1146,2024-05-24,U901,2937,Failed,Card,Loans,Mumbai,Wrong PIN
TXN1147,2024-03-11,U991,2270,Success,Wallet,Insurance,Bangalore,
TXN1148,2024-02-29,U283,7553,Success,UPI,Bills,Pune,
TXN1149,2024-06-09,U481,6838,Success,Wallet,Money Transfer,Pune,
TXN1150,2024-07-14,U398,7320,Success,Wallet,Insurance,Bangalore,
TXN1151,2024-01-24,U263,1811,Failed,Wallet,Recharge,Hyderabad,Bank Declined
TXN1152,2024-07-25,U279,3889,Success,UPI,Recharge,Delhi,
TXN1153,2024-08-26,U188,8106,Failed,Wallet,Money Transfer,Hyderabad,Server Error
TXN1154,2024-11-17,U251,9580,Success,Wallet,Money Transfer,Bangalore,
TXN1155,2024-12-14,U169,8018,Failed,UPI,Bills,Delhi,Wrong PIN
TXN1156,2024-04-14,U262,3806,Success,Card,Money Transfer,Delhi,
TXN1157,2024-02-23,U776,9434,Failed,UPI,Bills,Mumbai,Bank Declined
TXN1158,2024-05-04,U611,8945,Success,Card,Bills,Hyderabad,
TXN1159,2024-08-31,U852,3748,Failed,Wallet,Bills,Mumbai,Wrong Info
TXN1160,2024-08-18,U849,4438,Success,Card,Money Transfer,Mumbai,
TXN1161,2024-11-28,U973,6439,Success,Card,Loans,Bangalore,
TXN1162,2024-09-25,U903,1232,Success,Wallet,Insurance,Pune,
TXN1163,2024-01-16,U276,7568,Success,Card,Money Transfer,Delhi,
TXN1164,2024-05-25,U857,4166,Failed,UPI,Loans,Pune,Bank Declined
TXN1165,2024-01-13,U260,9651,Success,Wallet,Insurance,Delhi,
TXN1166,2024-10-05,U966,2513,Failed,UPI,Loans,Hyderabad,Wrong Info
TXN1167,2024-08-27,U965,675,Success,Card,Loans,Delhi,
TXN1168,2024-07-10,U194,5015,Success,Wallet,Recharge,Pune,
TXN1169,2024-08-21,U427,4880,Failed,Card,Bills,Bangalore,Insufficient Balance
TXN1170,2024-03-05,U506,8719,Failed,Card,Recharge,Pune,Wrong Info
TXN1171,2024-07-20,U704,5138,Success,Wallet,Recharge,Hyderabad,
TXN1172,2024-05-06,U862,9341,Success,Card,Bills,Delhi,
TXN1173,2024-08-17,U936,1598,Failed,UPI,Bills,Delhi,Server Error
TXN1174,2024-10-26,U531,6347,Success,Wallet,Recharge,Delhi,
TXN1175,2024-06-11,U224,4932,Failed,Wallet,Recharge,Delhi,Bank Declined
TXN1176,2024-01-21,U955,3909,Failed,UPI,Bills,Bangalore,Server Error
TXN1177,2024-03-15,U626,3004,Failed,UPI,Money Transfer,Hyderabad,Bank Declined
TXN1178,2024-06-18,U560,8828,Success,Card,Money Transfer,Delhi,
TXN1179,2024-10-22,U170,3787,Success,UPI,Money Transfer,Hyderabad,
TXN1180,2024-10-09,U714,6748,Failed,UPI,Loans,Hyderabad,Server Error
TXN1181,2024-03-05,U281,3604,Success,UPI,Money Transfer,Delhi,
TXN1182,2024-09-01,U533,4471,Failed,UPI,Money Transfer,Hyderabad,Wrong Info
TXN1183,2024-05-03,U763,6285,Success,Wallet,Insurance,Mumbai,
TXN1184,2024-07-04,U595,1716,Success,UPI,Money Transfer,Pune,
TXN1185,2024-01-25,U982,2518,Failed,UPI,Insurance,Bangalore,Bank Declined
TXN1186,2024-08-04,U919,9745,Success,UPI,Money Transfer,Hyderabad,
TXN1187,2024-11-17,U329,351,Failed,UPI,Bills,Pune,Bank Declined
TXN1188,2024-11-06,U810,8941,Success,Card,Loans,Bangalore,
TXN1189,2024-01-18,U358,1656,Failed,UPI,Bills,Delhi,Bank Declined
TXN1190,2024-11-15,U216,1204,Failed,Wallet,Money Transfer,Hyderabad,Wrong Info
TXN1191,2024-02-08,U931,1064,Failed,Card,Bills,Mumbai,Wrong Info
TXN1192,2024-05-14,U749,8195,Success,Card,Insurance,Bangalore,
TXN1193,2024-05-30,U179,7784,Success,Wallet,Recharge,Mumbai,
TXN1194,2024-11-18,U570,3986,Success,Wallet,Money Transfer,Mumbai,
TXN1195,2024-09-19,U143,9038,Success,Wallet,Money Transfer,Pune,
TXN1196,2024-04-09,U122,4829,Failed,Card,Bills,Hyderabad,Wrong PIN
TXN1197,2024-04-06,U188,5795,Success,Wallet,Bills,Bangalore,
TXN1198,2024-07-27,U990,9769,Success,UPI,Bills,Bangalore,
TXN1199,2024-05-17,U570,4932,Failed,Card,Loans,Mumbai,Bank Declined
TXN1200,2024-06-18,U736,9798,Failed,Wallet,Loans,Delhi,Wrong Info
TXN1201,2024-03-12,U646,279,Failed,Wallet,Recharge,Pune,Server Error
TXN1202,2024-09-19,U458,1604,Failed,Wallet,Money Transfer,Mumbai,Bank Declined
TXN1203,2024-07-08,U621,8628,Failed,Card,Insurance,Bangalore,Server Error
TXN1204,2024-12-11,U166,4158,Success,UPI,Money Transfer,Bangalore,
TXN1205,2024-09-03,U136,9303,Failed,Card,Loans,Hyderabad,Wrong Info
TXN1206,2024-11-30,U235,8320,Success,Wallet,Money Transfer,Bangalore,
TXN1207,2024-12-12,U489,5421,Success,UPI,Loans,Mumbai,
TXN1208,2024-07-25,U782,4519,Failed,Card,Insurance,Hyderabad,Wrong PIN
TXN1209,2024-12-28,U871,1697,Success,Card,Recharge,Delhi,
TXN1210,2024-04-08,U596,5632,Failed,Wallet,Bills,Pune,Server Error
TXN1211,2024-11-09,U867,5980,Success,Wallet,Money Transfer,Hyderabad,
TXN1212,2024-01-19,U376,5641,Failed,UPI,Money Transfer,Pune,Server Error
TXN1213,2024-05-01,U427,9294,Failed,Wallet,Loans,Bangalore,Insufficient Balance
TXN1214,2024-09-14,U394,5141,Success,UPI,Insurance,Mumbai,
TXN1215,2024-04-22,U704,1034,Failed,UPI,Bills,Pune,Server Error
TXN1216,2024-06-25,U532,4161,Success,UPI,Loans,Mumbai,
TXN1217,2024-03-28,U311,3328,Failed,UPI,Bills,Bangalore,Bank Declined
TXN1218,2024-01-18,U830,2721,Success,UPI,Recharge,Delhi,
TXN1219,2024-10-22,U584,2153,Success,Wallet,Bills,Pune,
TXN1220,2024-03-01,U903,8250,Failed,Wallet,Loans,Mumbai,Bank Declined
TXN1221,2024-11-23,U701,6262,Failed,Card,Bills,Mumbai,Server Error
TXN1222,2024-04-27,U969,8439,Failed,UPI,Insurance,Bangalore,Insufficient Balance
TXN1223,2024-11-18,U673,3403,Failed,Wallet,Loans,Delhi,Wrong PIN
TXN1224,2024-07-29,U142,1193,Success,Card,Loans,Hyderabad,
TXN1225,2024-07-20,U802,4504,Failed,UPI,Loans,Bangalore,Wrong Info
TXN1226,2024-01-28,U761,900,Failed,Card,Recharge,Bangalore,Wrong PIN
TXN1227,2024-08-07,U461,4094,Failed,Card,Money Transfer,Hyderabad,Insufficient Balance
TXN1228,2024-07-03,U814,4890,Failed,Wallet,Loans,Hyderabad,Wrong Info
TXN1229,2024-10-30,U516,1303,Failed,Card,Recharge,Hyderabad,Server Error
TXN1230,2024-07-03,U433,8970,Failed,UPI,Recharge,Bangalore,Wrong Info
TXN1231,2024-10-24,U431,5054,Success,Card,Bills,Delhi,
TXN1232,2024-10-15,U536,7486,Failed,Card,Insurance,Hyderabad,Bank Declined
TXN1233,2024-06-16,U427,8806,Failed,UPI,Bills,Pune,Wrong Info
TXN1234,2024-03-06,U415,4139,Failed,Card,Money Transfer,Delhi,Insufficient Balance
TXN1235,2024-11-15,U261,9777,Success,Card,Money Transfer,Hyderabad,
TXN1236,2024-10-13,U837,2437,Failed,Wallet,Insurance,Mumbai,Bank Declined
TXN1237,2024-01-21,U117,1318,Success,UPI,Insurance,Pune,
TXN1238,2024-01-18,U727,6708,Failed,UPI,Loans,Pune,Bank Declined
TXN1239,2024-06-08,U846,4872,Success,Wallet,Recharge,Hyderabad,
TXN1240,2024-12-26,U259,9866,Success,Card,Insurance,Pune,
TXN1241,2024-02-15,U233,3116,Failed,Wallet,Recharge,Mumbai,Insufficient Balance
TXN1242,2024-07-27,U269,3102,Failed,UPI,Recharge,Delhi,Wrong Info
TXN1243,2024-06-21,U877,3964,Failed,Card,Recharge,Mumbai,Insufficient Balance
TXN1244,2024-11-28,U489,5922,Success,UPI,Loans,Hyderabad,
TXN1245,2024-10-13,U129,4688,Failed,UPI,Money Transfer,Hyderabad,Server Error
TXN1246,2024-02-21,U559,6513,Failed,UPI,Money Transfer,Mumbai,Insufficient Balance
TXN1247,2024-06-26,U108,8983,Success,UPI,Bills,Mumbai,
TXN1248,2024-02-04,U154,8920,Failed,Wallet,Bills,Delhi,Server Error
TXN1249,2024-07-10,U728,3954,Success,Wallet,Recharge,Delhi,
TXN1250,2024-08-01,U251,2929,Failed,UPI,Bills,Delhi,Insufficient Balance
TXN1251,2024-12-15,U660,4716,Failed,Wallet,Bills,Bangalore,Insufficient Balance
TXN1252,2024-03-13,U161,2063,Success,Card,Money Transfer,Delhi,
TXN1253,2024-02-12,U967,9594,Failed,UPI,Recharge,Delhi,Server Error
TXN1254,2024-08-21,U675,8441,Failed,Wallet,Recharge,Bangalore,Wrong Info
TXN1255,2024-09-28,U152,5917,Failed,UPI,Recharge,Hyderabad,Bank Declined
TXN1256,2024-08-05,U564,6121,Failed,Wallet,Loans,Delhi,Wrong PIN
TXN1257,2024-02-19,U260,4039,Failed,UPI,Loans,Mumbai,Wrong Info
TXN1258,2024-11-28,U430,5188,Failed,UPI,Money Transfer,Delhi,Wrong PIN
TXN1259,2024-05-11,U823,4733,Success,UPI,Money Transfer,Bangalore,
TXN1260,2024-03-30,U550,1912,Failed,Wallet,Insurance,Hyderabad,Wrong Info
TXN1261,2024-11-12,U182,5543,Failed,Card,Money Transfer,Pune,Wrong PIN
TXN1262,2024-04-22,U510,8824,Failed,UPI,Money Transfer,Pune,Bank Declined
TXN1263,2024-03-02,U790,7878,Success,Card,Bills,Bangalore,
TXN1264,2024-07-04,U716,2768,Failed,UPI,Loans,Bangalore,Wrong PIN
TXN1265,2024-06-18,U396,7632,Failed,Card,Money Transfer,Hyderabad,Bank Declined
TXN1266,2024-01-09,U719,7700,Failed,Wallet,Recharge,Pune,Wrong PIN
TXN1267,2024-09-25,U906,965,Failed,UPI,Bills,Hyderabad,Server Error
TXN1268,2024-02-24,U542,8930,Success,Card,Loans,Hyderabad,
TXN1269,2024-05-03,U410,6091,Success,UPI,Money Transfer,Delhi,
TXN1270,2024-12-01,U555,4877,Success,Card,Loans,Hyderabad,
TXN1271,2024-07-09,U981,2159,Failed,Card,Money Transfer,Mumbai,Bank Declined
TXN1272,2024-08-11,U929,966,Failed,UPI,Money Transfer,Bangalore,Bank Declined
TXN1273,2024-04-20,U241,3881,Success,Card,Money Transfer,Bangalore,
TXN1274,2024-06-07,U635,4507,Success,Card,Loans,Mumbai,
TXN1275,2024-06-02,U661,4920,Success,Card,Bills,Delhi,
TXN1276,2024-01-10,U474,1296,Success,UPI,Insurance,Mumbai,
TXN1277,2024-04-15,U335,2984,Success,Wallet,Recharge,Hyderabad,
TXN1278,2024-04-18,U878,6671,Success,Card,Loans,Delhi,
TXN1279,2024-05-16,U490,3153,Success,UPI,Loans,Bangalore,
TXN1280,2024-09-10,U697,1942,Success,Wallet,Bills,Pune,
TXN1281,2024-07-23,U919,8991,Failed,Card,Loans,Hyderabad,Insufficient Balance
TXN1282,2024-06-28,U623,6860,Success,Wallet,Bills,Bangalore,
TXN1283,2024-10-02,U803,4881,Success,UPI,Loans,Delhi,
TXN1284,2024-04-07,U878,1797,Success,UPI,Recharge,Pune,
TXN1285,2024-02-06,U872,4811,Success,Card,Recharge,Pune,
TXN1286,2024-05-04,U604,6528,Failed,Card,Recharge,Bangalore,Wrong PIN
TXN1287,2024-12-12,U934,5280,Failed,UPI,Money Transfer,Hyderabad,Server Error
TXN1288,2024-06-22,U288,754,Failed,UPI,Loans,Pune,Server Error
TXN1289,2024-06-07,U269,8194,Success,UPI,Recharge,Bangalore,
TXN1290,2024-02-04,U184,6821,Failed,Card,Recharge,Bangalore,Server Error
TXN1291,2024-11-22,U647,3447,Success,Wallet,Money Transfer,Delhi,
TXN1292,2024-03-03,U729,9529,Failed,Card,Recharge,Bangalore,Bank Declined
TXN1293,2024-08-06,U262,509,Success,Wallet,Money Transfer,Delhi,
TXN1294,2024-05-25,U347,1366,Failed,Card,Loans,Mumbai,Wrong PIN
TXN1295,2024-02-20,U724,3720,Failed,Wallet,Recharge,Mumbai,Insufficient Balance
TXN1296,2024-03-27,U160,9485,Failed,UPI,Loans,Pune,Bank Declined
TXN1297,2024-12-15,U787,2191,Success,UPI,Money Transfer,Hyderabad,
TXN1298,2024-09-18,U601,7911,Success,UPI,Money Transfer,Hyderabad,
TXN1299,2024-01-04,U878,6595,Failed,Card,Recharge,Bangalore,Wrong Info
TXN1300,2024-08-26,U939,9232,Failed,Wallet,Money Transfer,Pune,Server Error
TXN1301,2024-01-11,U127,8607,Success,Wallet,Insurance,Delhi,
TXN1302,2024-09-16,U556,916,Success,UPI,Bills,Pune,
TXN1303,2024-04-23,U554,2266,Failed,Card,Loans,Pune,Insufficient Balance
TXN1304,2024-06-30,U982,2834,Failed,Wallet,Money Transfer,Mumbai,Wrong Info
TXN1305,2024-05-19,U749,8698,Success,UPI,Recharge,Delhi,
TXN1306,2024-02-07,U581,2361,Failed,UPI,Money Transfer,Delhi,Bank Declined
TXN1307,2024-11-17,U498,1953,Failed,UPI,Loans,Delhi,Bank Declined
TXN1308,2024-08-31,U478,3829,Failed,UPI,Money Transfer,Hyderabad,Wrong PIN
TXN1309,2024-01-22,U149,1455,Success,UPI,Money Transfer,Bangalore,
TXN1310,2024-02-21,U499,4590,Success,UPI,Bills,Hyderabad,
TXN1311,2024-07-17,U658,2021,Failed,UPI,Loans,Bangalore,Insufficient Balance
TXN1312,2024-06-22,U134,748,Failed,Card,Loans,Mumbai,Bank Declined
TXN1313,2024-05-17,U480,8751,Failed,UPI,Loans,Pune,Wrong Info
TXN1314,2024-06-12,U926,3753,Success,Wallet,Insurance,Pune,
TXN1315,2024-09-16,U106,9287,Success,Card,Bills,Pune,
TXN1316,2024-02-18,U240,3404,Failed,UPI,Recharge,Mumbai,Wrong PIN
TXN1317,2024-09-29,U823,4714,Success,UPI,Bills,Pune,
TXN1318,2024-04-06,U861,7097,Failed,Wallet,Bills,Delhi,Bank Declined
TXN1319,2024-02-29,U554,3407,Success,UPI,Insurance,Mumbai,
TXN1320,2024-04-26,U345,6516,Failed,Wallet,Money Transfer,Pune,Wrong Info
TXN1321,2024-01-17,U663,9477,Success,UPI,Bills,Delhi,
TXN1322,2024-08-03,U941,7237,Success,Wallet,Recharge,Hyderabad,
TXN1323,2024-05-12,U520,9082,Success,UPI,Money Transfer,Delhi,
TXN1324,2024-01-13,U683,3181,Failed,Card,Recharge,Delhi,Wrong Info
TXN1325,2024-12-16,U657,2975,Success,Card,Money Transfer,Mumbai,
TXN1326,2024-08-21,U271,8420,Success,Wallet,Money Transfer,Pune,
TXN1327,2024-05-11,U790,6418,Failed,Card,Bills,Mumbai,Bank Declined
TXN1328,2024-10-10,U581,271,Success,UPI,Bills,Delhi,
TXN1329,2024-11-16,U505,461,Success,Card,Recharge,Bangalore,
TXN1330,2024-10-23,U798,8662,Success,UPI,Money Transfer,Pune,
TXN1331,2024-04-13,U171,7312,Success,Card,Insurance,Pune,
TXN1332,2024-04-01,U248,4545,Success,Wallet,Insurance,Bangalore,
TXN1333,2024-01-28,U310,1000,Failed,Card,Bills,Pune,Server Error
TXN1334,2024-11-23,U444,4658,Failed,Card,Loans,Bangalore,Server Error
TXN1335,2024-06-22,U287,3377,Failed,UPI,Insurance,Delhi,Server Error
